Name,URL,Summary,Category
Companion Animal Rescue Effort,https://volunteerinfo.org/companion-animal-rescue-effort/,"CARE’s mission is to find good, permanent homes for dogs and puppies that were abandoned, relinquished, or found and never reclaimed. CARE will provide temporary shelter, food, love, and medical care to these foster pets until they are placed. In …","Animals, Santa Clara, South Bay"
Berkeley East Bay Humane Society,https://volunteerinfo.org/berkeley-east-bay-humane-society/,"Since 1927, the Berkeley-East Bay Humane Society (BEBHS) has placed over 40,000 homeless animals and provided services to countless more within our community. Despite a devastating fire on May 20, 2010, BEBHS is back to saving animals’ lives and all …","Animals, Berkeley, East Bay"
Pets Unlimited,https://volunteerinfo.org/pets-unlimited/,Pets Unlimited is a 24-hour Veterinary Center where a portion of every dollar you spend on the care of your pets helps support our charitable veterinary care programs and our Shelter and Adoption Center. Our state-of-the-art Veterinary Center saves the …,"Animals, Peninsula, San Francisco"
Pets Lifeline Animal Shelter,https://volunteerinfo.org/pets-lifeline-animal-shelter/,"An enthusiastic and dedicated group of VOLUNTEERS SUPPORT THE WORK of Pets Lifeline. With so many animals needing your help, you will always know “it was a job worth doing.” YOU CAN LEND A HAND BY: Becoming a Canine Handler …","Animals, North Bay, Sonoma County"
Therapy Pets,https://volunteerinfo.org/therapy-pets/,"TherapyPets is an organization of volunteers and their pets who visit various facilities in order to enrich the lives of children and adults. Through this experience, we all become aware of the rewards of TherapyPets and encourage others to actively …","Animals, Counseling, Therapy, and Emotional Support, East Bay, Oakland"
Peninsula Catworks,https://volunteerinfo.org/peninsula-catworks/,"Peninsula CatWorks is a non-profit, all volunteer group dedicated to rescuing, rehabilitating and placing cats and kittens in need. We take the time to find the cat who will be the best match for you and your family because we …","Animals, Palo Alto, Peninsula"
PAWS – Pets Are Wonderful Support,https://volunteerinfo.org/paws-pets-are-wonderful-support/,"PAWS believes that the healing impact of the human-animal bond is one of the best supports available for medically vulnerable individuals, and mounting evidence indicates that this bond can yield valuable health outcomes. For many people, having a companion animal …","Animals, Peninsula, San Francisco"
Palo Alto Humane Society,https://volunteerinfo.org/palo-alto-humane-society/,"The Palo Alto Humane Society is a 501(c) 3 nonprofit, charitable, volunteer-supported organization. PAHS is one of the few humane societies nationwide with no animal shelter. Instead of managing animals inside a shelter, we work to keep animals out of …","Animals, Palo Alto, Peninsula"
Muttville,https://volunteerinfo.org/muttville/,"Muttville is a nonprofit, 501(c)(3) organization dedicated to improving the lives of senior dogs. On a local level, Muttville rescues senior dogs and finds them new homes or gives them hospice. On a global level, Muttville provides information about caring …","Animals, Peninsula, San Francisco"
Mickaboo Companion Bird Rescue,https://volunteerinfo.org/mickaboo-companion-bird-rescue/,"Mickaboo is a registered 501(c)3 nonprofit organization located in the San Francisco Bay area. We are dedicated to rescuing companion birds (parrot-type and other commonly domesticated birds) who have been neglected, abused, injured or surrendered to us. Our goals are: …","Animals, San Jose, South Bay"
The Marine Mammal Center,https://volunteerinfo.org/the-marine-mammal-center-2/,"Our mission is to expand knowledge about marine mammals—their health and that of their ocean environment—and to inspire their global conservation. Our core work is the rescue and rehabilitation of sick and injured marine mammals, supported by state-of-the-art animal care …","Animals, Marin County, North Bay"
Lindsay Wildlife Experience,https://volunteerinfo.org/lindsay-wildlife-museum/,"Lindsay Wildlife Museum is a unique natural history and environmental education center where live, wild animals are just inches away. Visitors can listen to the cry of a red tailed hawk, go eye-to-eye with a gray fox and watch a …","Animals, East Bay, Environment, Walnut Creek"
Humane Society Silicon Valley,https://volunteerinfo.org/humane-society-silicon-valley/,"Humane Society Silicon Valley is an independent, non-profit animal shelter that has been serving people and pets for 80 years. In April 2009, we moved from Santa Clara to our new Animal Community Center in Milpitas. We also operate multiple …","Animals, Silicon Valley, South Bay"
House Rabbit Society,https://volunteerinfo.org/house-rabbit-society/,"House Rabbit Society is a national, nonprofit animal welfare organization based in Richmond, California. Our mission has two parts: Through our fostering program, volunteers rescue abandoned rabbits and find permanent adoptive homes for them. Through education, we seek to reduce …","Animals, East Bay, Richmond"
The Homeless Cat Network,https://volunteerinfo.org/the-homeless-cat-network/,"The Homeless Cat Network (HCN) is an all-volunteer, 501(c)(3) nonprofit feline rescue organization. Our mission is to promote humane solutions for the feral and stray cat population in San Mateo County. HCN believes that Trap-Neuter-Return (TNR) is the most successful …","Animals, Peninsula"
Home At Last Animal Rescue,https://volunteerinfo.org/home-at-last-animal-rescue/,"Over the past several years, significant strides have been made in reducing the rate of dog and cat euthanasia all across the nation. Home At Last Rescue (HAL) plays an active role in this “no-kill” movement by rescuing animals from …","Animals, Berkeley, East Bay"
Hayward Animal Shelter,https://volunteerinfo.org/hayward-animal-shelter/,The AnimalShelter.org web site was created in an effort to place homeless animals throughout the United States. These animals are often located in one of thousands of animal shelters and rescue’s throughout the Country which offer a temporary placement while …,"Animals, East Bay, Hayward"
Guide Dogs for the Blind,https://volunteerinfo.org/guide-dogs-for-the-blind/,"Some partnerships are just meant to be. Not only is this true for GDB alumni and their Guide Dogs, it’s true for the entire organization. The partnerships with thousands of passionate volunteers across the country who donate their time, talents …","Animals, Disability and Special Needs, Marin County, North Bay, San Rafael"
Greenpeace USA,https://volunteerinfo.org/greenpeace-usa/,"In 1971, motivated by their vision of a green and peaceful world, a small team of activists set sail from Vancouver, Canada in an old fishing boat. These activists, the founders of Greenpeace, believed a few individuals could make a …","Animals, Environment, Peninsula, San Francisco"
Golden Gate National Recreation Area,https://volunteerinfo.org/golden-gate-national-recreation-area/,"You can learn new skills, teach others and stay active and involved. Volunteers at Golden Gate National Recreation Area, Muir Woods National Monument, and Fort Point National Historic Site help present the diverse resources of one of America’s most popular …","Animals, Environment, Peninsula, San Francisco"
Golden Gate Audubon Society,https://volunteerinfo.org/golden-gate-audubon-society/,"Golden Gate Audubon is dedicated to protecting Bay Area birds, other wildlife, and their natural habitats. We conserve and restore wildlife habitats, connect people of all ages and backgrounds with the natural world, and educate and engage Bay Area residents …","Animals, Berkeley, East Bay, Environment"
Give A Dog A Bone,https://volunteerinfo.org/give-a-dog-a-bone/,"Corinne Dowling is the Founder, Director and Primary Dog Handler of Give a Dog a Bone, a non-profit program that serves the needs of dogs in long-term shelter care. Give a Dog a Bone was created in 1999 to relieve …","Animals, Peninsula, San Francisco"
Giant Steps Therapeutic Equestrian Center,https://volunteerinfo.org/giant-steps-therapeutic-equestrian-center/,"Located in a beautiful rural setting on a working horse ranch just north of San Francisco, Giant Steps offers life-changing experiences to people of all ages with a wide range of disabilities. Each week, they come from throughout the Bay …","Animals, Children and Families, Counseling, Therapy, and Emotional Support, Health and Medicine, Mental Health, North Bay, Sonoma County, Youth"
Tri-Valley Animal Rescue,https://volunteerinfo.org/tri-valley-animal-rescue/,"Tri Valley Animal Rescue (TVAR) is a nonprofit, all volunteer organization whose mission is to end the unnecessary euthanasia of homeless animals. TVAR cooperates with area shelters and rescue groups, primarily the East County Animal Shelter, to provide homeless animals …","Animals, East Bay, Pleasanton"
Tiburon Audubon Center,https://volunteerinfo.org/tiburon-audubon-center/,"Richardson Bay is considered one of the most pristine estuaries on the Pacific Coast in spite of its urbanized periphery, since it supports the second largest extant eelgrass bed in San Francisco Bay with plants that have high genetic diversity …","Animals, Environment, Marin County, North Bay"
The Marine Mammal Center,https://volunteerinfo.org/the-marine-mammal-center/,"Our mission is to expand knowledge about marine mammals—their health and that of their ocean environment—and to inspire their global conservation. Our core work is the rescue and rehabilitation of sick and injured marine mammals, supported by state-of-the-art animal care …","Animals, Marin County, North Bay"
Rocket Dog Rescue,https://volunteerinfo.org/rocket-dog-rescue/,"We rescue not for politics, fortune, or fame, my friend… but for the kiss of a dog. Rocket Dog Rescue, the name says it all. We are an all-volunteer nonprofit group dedicated to saving homeless and abandoned animals from euthanasia …","Animals, Peninsula, San Francisco"
"Rattie Ratz – Rescue, Resources, Referral",https://volunteerinfo.org/rattie-ratz-rescue-resources-referral/,Our mission is to improve the lives of domestic pet rats and their guardians by promoting value and respect for all animal life. Our goals are: To promote domestic pet rats as valuable companions. To promote the proper care and …,"Animals, Contra Costa County, East Bay"
Furry Friends Rescue,https://volunteerinfo.org/furry-friends-rescue/,"Furry Friends Rescue (FFR) is an all-volunteer non-profit Bay Area companion animal rescue organization, comprised entirely of experienced volunteers who collectively have rescued hundreds of companion animals and placed them in loving homes. United and inspired by our compassion for …","Animals, East Bay, Fremont"
Forgotten Felines,https://volunteerinfo.org/forgotten-felines/,"Our Mission: Forgotten Felines of Sonoma County is dedicated to protecting and improving the lives of feral cats through local spay/neuter programs, placement services, community outreach and nationwide education. Our Vision: Forgotten Felines of Sonoma County is committed to a …","Animals, North Bay, Sonoma County"
Fix Our Ferals,https://volunteerinfo.org/fix-our-ferals/,"Fix Our Ferals (FOF) is a community-based, non-profit organization that promotes trap-neuter and return (T-N-R) to humanely reduce outdoor cat populations in the San Francisco East Bay. Founded in 1998, FOF clinics have fixed over 11,000 cats, making a better …","Animals, Berkeley, East Bay"
Ohlone Humane Society,https://volunteerinfo.org/ohlone-humane-society/,"Ohlone Humane Society strives to inspire respect and compassion for all animals, advocate for their interests and welfare, and instill in our community that all living beings have a right to be treated humanely. Our programs, ranging from companion animal …","Animals, East Bay, Newark"
Oakland SPCA,https://volunteerinfo.org/oakland-spca/,"Our mission: The East Bay SPCA is committed to the welfare of cats and dogs in the communities we serve. We strive to eliminate animal cruelty, neglect and overpopulation by providing programs and education that support people and companion animals. …","Animals, East Bay, Oakland"
Oakland Animal Services,https://volunteerinfo.org/oakland-animal-services/,"Oakland Animal Services is a division of the Oakland Police Department within the City of Oakland. Oakland Animal Services is dedicated to improving the relationship between the citizens of Oakland and its animals. Ensuring both public safety and animal welfare, …","Animals, East Bay, Oakland"
North Bay Canine Rescue and Placement,https://volunteerinfo.org/north-bay-canine-rescue-and-placement/,"We are a group of dedicated volunteers committed to the rescue of dogs from crisis situations. Some of these situations include euthanasia by animal shelters, neglect and other forms of abuse, potential use in research laboratory testing, or use as …","Animals, North Bay, Sonoma County"
National Park Service – California,https://volunteerinfo.org/national-park-service-california/,"Since 1916, the American people have entrusted the National Park Service with the care of their national parks. With the help of volunteers and park partners, we are proud to safeguard these nearly 400 places and to share their stories …","Animals, East Bay, Environment, Oakland"
National Center for Equine Facilitated Therapy,https://volunteerinfo.org/national-center-for-equine-facilitated-therapy/,"For nearly 40 years, NCEFT has helped thousands of children and adults with special needs move beyond their boundaries through the healing powers of the horse, the skills of dedicated professionals and volunteers, and the commitment of caring families. Internationally …","Animals, Counseling, Therapy, and Emotional Support, Peninsula, Woodside"
Wildlife Volunteering,https://volunteerinfo.org/wildlife-volunteering/,"Wanted: Wildlife Volunteers Numbers are down at many centers It’s orphan season – the busiest time of the year at the wildlife rehabilitation center in Morgan Hill and director Sue Howell is down to eight volunteers, the lowest number since …","Animals, East Bay, Environment, Fremont, Monterey Bay Area, Peninsula, San Jose, San Mateo County, Santa Cruz, South Bay"
Wildlife Rescue,https://volunteerinfo.org/wildlife-rescue/,"The PHS/SPCA Wildlife Care Center treats about 4,000 sick and injured wild animals every year from San Francisco through northern Santa Clara County. Facilities include raptor and songbird aviaries, a diving pool for sea birds, a duck pond, and mammal …","Animals, Environment, Palo Alto, Peninsula"
Wildlife Center of Silicon Valley,https://volunteerinfo.org/wildlife-center-of-silicon-valley/,"Our Mission: To provide high quality care and rehabilitation of injured, sick, and orphaned wildlife within the Silicon Valley Community. Through educational programs, we foster a positive coexistence between the general public and wildlife, and encourage an interest in, and …","Animals, Environment, San Jose, Silicon Valley, South Bay"
Wildlands Restoration Team,https://volunteerinfo.org/wildlands-restoration-team/,"The Wildlands Restoration Team is a volunteer program dedicated to the protection and restoration of biological diversity on state parklands in the Santa Cruz mountains. Since its inception in 1990, thousands of people ranging in age from 11 to 75 …","Animals, Environment, Monterey Bay Area, Santa Cruz"
"Wildcare (Nature and Wildlife, San Rafael)",https://volunteerinfo.org/wildcare-nature-and-wildlife-san-rafael/,"Everyone wants to do the right thing for wildlife… WildCare is here to help! We’re located in downtown San Rafael, California — Marin County’s largest city — making us a truly urban wildlife rehabilitation center. Marin has grown a lot …","Animals, Environment, North Bay, San Rafael, Sustainability"
International Bird Rescue Research Center,https://volunteerinfo.org/international-bird-rescue-research-center/,International Bird Rescue was formed to provide the expertise and capacity needed to save oiled aquatic birds in emergency situations. Our highly trained staff and dedicated volunteers ensure that each bird receives expert and compassionate care. Every bird matters. We …,"Animals, Environment, Fairfield, North Bay, Research and Science"
Don Edwards San Francisco Bay National Wildlife Refuge,https://volunteerinfo.org/don-edwards-san-francisco-bay-national-wildlife-refuge/,"Volunteering at San Francisco Bay National Wildlife Refuge Complex The U.S. Fish and Wildlife Service at San Francisco Bay National Wildlife Refuge needs YOU — your talents, your enthusiasm and some of your time! WHAT DO VOLUNTEERS DO? Various opportunities …","Animals, Environment, Peninsula, San Francisco"
Sienna Ranch,https://volunteerinfo.org/sienna-ranch/,"Ranch Hands gives youth, ages 10 and older, an opportunity to experience the satisfaction and learning which comes from working on a small, family-owned ranch. Under the supervision of Sienna Ranch’s Animal Care and Education Coordinator, Savannah Beauregard, Ranch Hands …","Animals, Children and Families, East Bay, Lafayette, Youth"
Urban Wildlife Rescue (East Bay),https://volunteerinfo.org/urban-wildlife-rescue-east-bay/,"Urban Wildlife Rescue, Inc., located in Denver, Colo., saves approximately 10-12 thousand lives a year using their “Humane Solutions to Wildlife Problems”. They use various repellants, exclusion and eviction techniques. Urban Wildlife Rescue is manned by two licensed Rehabilitators. They …","Animals, East Bay"
Audubon Canyon Ranch,https://volunteerinfo.org/audubon-canyon-ranch/,"Mission Audubon Canyon Ranch protects nature through land preservation, environmental education and conservation science. Preserves Audubon Canyon Ranch manages more than 5,000 acres of nature sanctuary, including the Cypress Grove Research Center on Tomales Bay, the 535-acre Bouverie Preserve near …","Animals, Environment, North Bay"
Aquarium of the Bay,https://volunteerinfo.org/aquarium-of-the-bay/,"Aquarium of the Bay is San Francisco Bay’s Aquarium. We are passionate about providing fun and unforgettable encounters with our natural world in ways that ignite both wonder and conservation. We do this from our 50,000 square foot building at …","Animals, Peninsula, Research and Science, San Francisco"
SF Animal Care and Control,https://volunteerinfo.org/animal-care-and-control/,"The San Francisco Department of Animal Care and Control is committed to the delivery of effective, courteous, and responsive animal care and control services to the residents of San Francisco. The Department is responsible for San Francisco’s stray, injured, abandoned, …","Animals, Peninsula, San Francisco"
Furry Friends Pet Assisted Therapy Services,https://volunteerinfo.org/furry-friends-pet-assisted-therapy-services/,Furry Friends Pet Assisted Therapy Services is the South Bay’s oldest all-volunteer organization devoted to bringing the healing power of animals to those less fortunate in our community. The Furry Friends mission is to consistently facilitate delivery of the love …,"Animals, San Jose, South Bay"
En Acte Arts Inc,https://volunteerinfo.org/en-acte-arts-inc/,"EnActe Arts is a company that seeks to bring affordable, high quality to theatrical and film performances to the bay area community. We have constant need for volunteers to accomplish this goal, such as ushers and supervisors for ongoing events. …","Arts and Culture, Civic Engagement, Peninsula, Performing and Fine Arts"
San Francisco Historical Society,https://volunteerinfo.org/san-francisco-historical-society/,"The San Francisco Historical Society exists to uncover, preserve, and present, in engaging ways, the colorful and diverse history of our city from its earliest days to the present. How We Do This We engage residents, visitors, and the next …","Arts and Culture, Museums and History, Peninsula, San Francisco, Travel and Transportation"
Smile Card,https://volunteerinfo.org/smile-card/,"Smile Card was visualized in response to the COVID-19 pandemic in the spring of 2020. With the stay at home, and shelter in place orders all over the nation, the visitors to the senior centers and hospitals have been limited. …","Arts and Culture, Counseling, Therapy, and Emotional Support, Crisis Support, East Bay, Grief and Loss, Human Services, North Bay, Peninsula, South Bay, Victim Support"
Berkeley Art Center,https://volunteerinfo.org/berkeley-art-center/,"As a small nonprofit arts space, volunteers make a big difference in our ability to support local artists and audiences. We need people who are passionate about keeping the arts in the East Bay to help at every level — …","Arts and Culture, Berkeley, East Bay, Performing and Fine Arts"
The Book Club of California,https://volunteerinfo.org/the-book-club-of-california/,"We print limited edition and letterpress publications collected by individuals, libraries, and institutions around the world, and host dynamic programs and exhibitions that offer insight into publishing, printing, literature, and the history of California and the West. Our special collections …","Arts and Culture, Education and Literacy, Library and Resource Centers, North Bay, Peninsula, San Francisco"
Prescott Circus Theatre,https://volunteerinfo.org/prescott-circus-theatre/,"Description of Organization and/or Volunteer Opportunities Available: Prescott Circus Theatre challenges Oakland youth to live our core principles of hard work, teamwork, perserverance, and belief in oneself. We deliver against our mission to promote the skills and confidence our children …","Arts and Culture, Children and Families, East Bay, Human Services, Mentorship and Tutoring, Oakland, Peninsula, South Bay, Youth"
African Library Project,https://volunteerinfo.org/african-library-project/,"The African Library Project was founded in 2005 by Chris Bradshaw and her family from Portola Valley, California. While visiting remote villages in Lesotho, a small mountainous kingdom in Southern Africa, Chris was inspired to work toward ending the cycle …","Arts and Culture, East Bay, Education and Literacy, Library and Resource Centers, North Bay, Oakland, Peninsula, South Bay"
Piedmont Chamber Music Festival,https://volunteerinfo.org/piedmont-chamber-music-festival/,"PCMF is a performing arts and education organization based in the Bay Area with three missions: to bring world-class chamber music programming to the East Bay, to support local music education, and to unite the Piedmont and Oakland communities through …","Arts and Culture, Civic Engagement, East Bay, Education and Literacy, Peninsula, Performing and Fine Arts, Piedmont"
Let’s Look at Art (LLAA),https://volunteerinfo.org/lets-look-at-art-llaa/,"Let’s Look at Art (LLAA) is a volunteer docent program that brings art appreciation lessons into classrooms throughout Santa Clara County at no cost to the schools. Each year this program serves an average of 25,000 K-12 students in 1000+ …","Arts and Culture, Children and Families, Civic Engagement, Education and Literacy, Museums and History, Performing and Fine Arts, San Jose, South Bay, Youth"
Youth Science Institute,https://volunteerinfo.org/youth-science-institute/,"If you enjoy working with young people and inspiring them to pursue science and nature education and careers, please consider becoming a YSI volunteer. The rewards far exceed anything you might imagine. For over 60 years, volunteers have helped YSI …","Arts and Culture, Children and Families, Education and Literacy, Human Services, Los Gatos, Peninsula, South Bay, Youth"
Leap Arts in Education,https://volunteerinfo.org/leap-arts-in-education-2/,Leap’s mission is to provide top quality arts education programs that help students build skills to achieve their fullest potential. We envision a world where art is a fundamental part of every child’s education and success. Today Leap’s art and …,"Arts and Culture, Children and Families, East Bay, Education and Literacy, Mentorship and Tutoring, North Bay, Peninsula, Performing and Fine Arts, South Bay"
Coach Art,https://volunteerinfo.org/coach-art/,"Do you have a hobby or skill you love? Painting, photography? Yoga or yo-yo? CoachArt is looking to pair YOU and your hobby with an awesome kid who shares your interests. CoachArt brings arts and athletics activities to children living …","Arts and Culture, Children and Families, Counseling, Therapy, and Emotional Support, East Bay, Mentorship and Tutoring, Peninsula, Performing and Fine Arts, Youth"
Bay Area Discovery Museum,https://volunteerinfo.org/bay-area-discovery-museum/,Bay Area Discovery Museum is a nonprofit children’s museum with a mission to transform research into early learning experiences that inspire creative problem solving. We are currently looking for volunteers to assist on the museum floor. This position plays a …,"Arts and Culture, Children and Families, Education and Literacy, Environment, Marin County, Museums and History, North Bay, Peninsula, San Francisco"
International Art Museum of Ameria,https://volunteerinfo.org/international-art-museum-of-ameria/,"he International Art Museum of America, located in the up-and-coming Central Market Art and Cultural District, is a public-benefit, non-profit art museum which has been open since October 2011. We offer many meaningful opportunities to volunteers in our exciting museum. …","Arts and Culture, Museums and History, Peninsula, San Francisco"
The Crucible,https://volunteerinfo.org/the-crucible/,"As a nonprofit, we depend heavily on the unique skill-sets of our diverse volunteer force. Our volunteer pool—around 150 individuals active at any given time—helps power nearly every aspect of what we do, from the office to the studio floor, …","Arts and Culture, East Bay, Oakland, Peninsula, Performing and Fine Arts, Research and Science"
Contra Costa Civic Theatre,https://volunteerinfo.org/contra-costa-civic-theatre/,We have dozens of volunteer opportunities available; everything from helping in the office to building sets to ushering before the show. We’ve listed a few below to get you thinking. Ushering Be the face of CCCT and help our patrons …,"Arts and Culture, Contra Costa County, East Bay, Performing and Fine Arts"
Palo Alto Art Center,https://volunteerinfo.org/palo-alto-art-center/,"The Palo Alto Art Center is your place to discover art. See, make, and be inspired because everyone is an artist. Created by the community, for the community in 1971, the Palo Alto Art Center provides an accessible and welcoming …","Arts and Culture, Palo Alto, Peninsula, Performing and Fine Arts"
Stern Grove Festival Association,https://volunteerinfo.org/stern-grove-festival-association/,"Stern Grove Festival is a unique performing arts series in a natural amphitheater surrounded by giant eucalyptus, redwood, and fir trees. The Festival is, as Mrs. Stern wished, designed for everybody — San Francisco residents and visitors alike, Stern Grove …","Arts and Culture, North Bay, Peninsula, Performing and Fine Arts, San Francisco"
Cinequest,https://volunteerinfo.org/cinequest/,"Cinequest’s diverse departments seek dynamic, energetic, and reliable volunteers who want to make an impact on the best Cinequest Festival yet, and the truly wonderful artists, innovators, and audiences whom Cinequest serves. Our volunteers are vital to the community experience …","Arts and Culture, Media and Broadcasting, Peninsula, Performing and Fine Arts, South Bay"
826 Valencia,https://volunteerinfo.org/826-valencia/,826 Valencia is a nonprofit organization dedicated to supporting under-resourced students ages six to eighteen with their creative and expository writing skills and to helping teachers inspire their students to write. Our services are structured around the understanding that great …,"Arts and Culture, Children and Families, East Bay, Education and Literacy, Mentorship and Tutoring, Peninsula, San Francisco, Youth"
ArtSeed,https://volunteerinfo.org/artseed/,"Like any non-profit organization, ArtSeed relies on volunteers of all sorts, on their time and ideas, and on their talents and donations. We provide all kinds of opportunities to make a difference in the lives of young people through a …","Arts and Culture, Children and Families, East Bay, Mentorship and Tutoring, North Bay, Peninsula, Performing and Fine Arts, South Bay, Youth"
Leap Arts in Education,https://volunteerinfo.org/leap-arts-in-education/,Leap’s mission is to provide high-quality arts education programs that help students build skills to achieve their fullest potential. We envision a world where art is a fundamental part of every child’s education and success.,"Arts and Culture, Education and Literacy, Peninsula, Performing and Fine Arts, San Francisco, South Bay, Youth"
Asian Neighborhood Design,https://volunteerinfo.org/asian-neighborhood-design/,"Passionately serving the Bay Area for four decades, Asian Neighborhood Design is a community based non-profit architecture, community planning, and employment training organization dedicated to helping disadvantaged individuals and communities become self-sufficient. Our mission is to reduce poverty and revitalize …","Arts and Culture, Community Development, East Bay, Housing and Homelessness, North Bay, Peninsula, South Bay"
Throckmorton Theatre,https://volunteerinfo.org/throckmorton-theatre/,"Our mission is to unite our community through the transformative power of the arts. We believe that creative expression and artistic experiences are fundamental not only to our shared cultural legacy and evolution, but also to our common human condition …","Arts and Culture, Education and Literacy, North Bay, Performing and Fine Arts"
Musicians On Call,https://volunteerinfo.org/musicians-on-call/,"Musicians On Call, a non-profit organization that brings live and recorded music to the bedsides of patients in healthcare facilities across the country, is expanding to the San Francisco Bay area and seeking volunteers to participate in the program! MOC …","Arts and Culture, Assisted Living, Civic Engagement, Counseling, Therapy, and Emotional Support, East Bay, Health and Medicine, Miscellaneous, North Bay, Peninsula, San Francisco, South Bay"
Youth Symphony Media,https://volunteerinfo.org/youth-symphony-media/,"Youth Symphony Media (YSM), founded in 2014 in San Francisco Bay Area, CA, is one of the first online media for young classical musicians in the world. We provide an educational online media community that let’s everyone share their musical …","Arts and Culture, Media and Broadcasting, Peninsula, Performing and Fine Arts, San Francisco, Youth"
Creative Growth Art Center,https://volunteerinfo.org/creative-growth-art-center/,"Creative Growth Art Center serves adult artists with developmental, mental and physical disabilities, providing a professional studio environment for artistic development, gallery exhibition and representation and a social atmosphere among peers.","Arts and Culture, Counseling, Therapy, and Emotional Support, Disability and Special Needs, East Bay, Mental Health, Oakland, Performing and Fine Arts"
Batala San Francisco,https://volunteerinfo.org/batala-san-francisco/,"Batalá San Francisco is a community band open to all regardless of race, gender, religion, sexual orientation, or musical experience. Both beginning and experienced drummers are welcome!","Arts and Culture, Peninsula, Performing and Fine Arts, Race and Ethnicity, San Francisco"
Livermore Public Library,https://volunteerinfo.org/livermore-public-library/,"We have several volunteer opportunities available, including ongoing recruitment for bookstore volunteers and adult literacy tutors. The Library is also recruiting for an Adult Program Host and several Reaching Coaches for a youth summer literacy program. We also are currently …","Arts and Culture, East Bay, Education and Literacy, Library and Resource Centers"
San Francisco City Guides,https://volunteerinfo.org/san-francisco-city-guides/,"San Francisco City Guides is looking for volunteers to give our famous historical neighborhood walking tours. As the official ambassadors of San Francisco, locals and visitors love our volunteers and the stories they share. But it’s not just about history! …","Arts and Culture, Civic Engagement, Media and Broadcasting, Museums and History, Peninsula, San Francisco, Sports and Recreation, Travel and Transportation"
The Marsh,https://volunteerinfo.org/the-marsh/,"A twenty-five-year-old theater in diverse neighborhood of the Mission, The Marsh cultivates over 600 stunning solo performances per year and provides year-round, high-quality performing arts programs for youth regardless of financial ability. We are a small, “all-hands-on-deck” staff seeking an …","Arts and Culture, Berkeley, East Bay, Performing and Fine Arts"
Berkeley Symphony,https://volunteerinfo.org/berkeley-symphony/,"Provide concert evening support, including pre- and post-concert receptions; help at outdoor community events, social fundraisers, and at the Music in the Schools program; assist with office projects such as mailing and other administrative tasks","Arts and Culture, Berkeley, East Bay, Performing and Fine Arts"
SCRAP,https://volunteerinfo.org/scrap/,"SCRAP is a creative reuse center in San Francisco. Essentially, the way SCRAP works is businesses and individuals donate unwanted art parts and materials (things like upholstery sample books, misprinted stickers, or an old yarn collection), then we sort them, …","Arts and Culture, Education and Literacy, Peninsula, San Francisco, Silicon Valley, South Bay, Sustainability"
Art-Heroes,https://volunteerinfo.org/art-heroes/,"Art-Heroes.Org is a global community of digital media instructors and students who provide FREE creative services to non-profit causes. If you are involved with a non-profit, please let us know how our talented Art Heroes can create for your cause.","Arts and Culture, Central Valley, East Bay, Education and Literacy, Media and Broadcasting, Monterey Bay Area, North Bay, Peninsula, Performing and Fine Arts, South Bay, Youth"
Midpeninsula Community Music Center,https://volunteerinfo.org/midpeninsula-community-music-center/,The Midpeninsula Community Media Center is a non-profit organization where every citizen can make a difference. Use it to: -Learn Video Production Make Shows on Local Cable TV Access Channels -View Programs on the Cable Channels or this Web Site …,"Arts and Culture, Communications Access, Palo Alto, Peninsula, Performing and Fine Arts, South Bay"
San Francisco Contemporary Music Players,https://volunteerinfo.org/san-francisco-contemporary-music-players/,"Led by Artistic Director Steven Schick, the San Francisco Contemporary Music Players occupies an important role in the regional and national cultural landscape. The most long-standing continually performing new music ensemble outside the East Coast, SFCMP uses performances, collaborative projects, …","Arts and Culture, Peninsula, Performing and Fine Arts, San Francisco"
Friends of the Fountain and Walk,https://volunteerinfo.org/friends-of-the-fountain-and-walk/,The Friends of the Fountain and Walk is a non-profit group of volunteers who reconstructed the fountain in northwest Berkeley beginning in the early 1990’s and who now assist the City in maintaining the fountain and the surrounding area. The …,"Arts and Culture, Berkeley, Civic Engagement, Community Development, East Bay, Environment"
Lark Theatre,https://volunteerinfo.org/lark-theatre/,"The Lark Theater is a 501c3 non-profit and we need volunteers to help us keep this community theater running smoothly. Some of the duties of the volunteers at the Lark are taking tickets, sweeping the theater between shows, handing out …","Arts and Culture, Community Development, Marin County, North Bay, Performing and Fine Arts"
Guna Foundation,https://volunteerinfo.org/guna-foundation/,"Guna Foundation, a non-profit documentary film studio in Berkeley, CA is looking for talented volunteers who are flexible, independent and open-minded to join our team. We are a Tibetan Buddhist community offering a unique environment where personal inner inquiry, creativity, …","Arts and Culture, Berkeley, East Bay, Religion and Spirituality"
The Walt Disney Family Museum,https://volunteerinfo.org/the-walt-disney-family-museum/,"What brings together animation, fine art, education, fun, and community? The Walt Disney Family Museum volunteer team! Volunteer at the museum and help us continue Walt’s legacy by creating a unique and lasting experience for our guests. Work alongside our …","Arts and Culture, Children and Families, Museums and History, Peninsula, Performing and Fine Arts, San Francisco"
Filoli,https://volunteerinfo.org/filoli/,Volunteering at Filoli provides the opportunity to experience up close one of the most beautiful estates in the Bay Area. You’ll also meet dedicated people while working in an environment where your contributions are valued.,"Arts and Culture, Environment, Peninsula"
